Timestamp,1. Jinsingiz:,2. Qaysi yosh oralig'idasiz?,3. Qaysi hududda yashaysiz?,4. Nima bilan shug’ullanasiz?,5. Ma'lumotingiz:,"1. IT sohasida ko‘proq bilim olishga qiziqasizmi (masalan, kompyuter ko‘nikmalari, dasturlash yoki raqamli vositalardan foydalanish)?","2. Sizningcha, IT-ko‘nikmalarni yaxshilash ishingiz/o‘qishingiz/hayotingiz sifatini oshirishi mumkinmi?",3. Siz hozirda IT va raqamli ko'nikmalaringiz darajasini qanday baholaysiz?  ,ID
3/18/2025 9:59:30,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Bazaviy bilimlarga egaman,2683
3/18/2025 10:00:01,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2684
3/18/2025 10:00:08,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2685
3/18/2025 10:00:46,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2686
3/18/2025 10:01:23,Ayol,53-60 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2687
3/18/2025 10:02:14,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2688
3/18/2025 10:02:37,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2689
3/18/2025 10:02:59,Ayol,15 yoshgacha,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Yo'q,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2690
3/18/2025 10:04:25,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2691
3/18/2025 10:06:16,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2692
3/18/2025 10:06:44,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2693
3/18/2025 10:10:11,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2694
3/18/2025 10:10:44,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2695
3/18/2025 10:12:14,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2696
3/18/2025 10:12:44,Ayol,28-35 yosh,Andijon viloyati,O'qituvchi ,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2697
3/18/2025 10:13:55,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2698
3/18/2025 10:14:13,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2699
3/18/2025 10:15:13,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2700
3/18/2025 10:15:36,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2701
3/18/2025 10:17:09,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2702
3/18/2025 10:17:34,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2703
3/18/2025 10:17:43,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2704
3/18/2025 10:18:17,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2705
3/18/2025 10:19:23,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2706
3/18/2025 10:19:32,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2707
3/18/2025 10:19:59,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2708
3/18/2025 10:20:04,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2709
3/18/2025 10:20:05,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2710
3/18/2025 10:20:50,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2711
3/18/2025 10:21:43,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2712
3/18/2025 10:24:59,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2713
3/18/2025 10:25:24,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2714
3/18/2025 10:25:32,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2715
3/18/2025 10:26:44,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2716
3/18/2025 10:27:13,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2717
3/18/2025 10:29:35,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2718
3/18/2025 10:29:36,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2719
3/18/2025 10:30:02,Erkak,28-35 yosh,Andijon viloyati,Vaqtinchalik ishsizman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2720
3/18/2025 10:30:58,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2721
3/18/2025 10:32:18,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2722
3/18/2025 10:32:28,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2723
3/18/2025 10:32:37,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2724
3/18/2025 10:33:50,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2725
3/18/2025 10:38:06,Erkak,24-27 yosh,Andijon viloyati,O'qiyman,Oʻqiyman,Ha,Ha,Bazaviy bilimlarga egaman,2726
3/18/2025 10:41:08,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2727
3/18/2025 10:41:09,Erkak,21-23 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2728
3/18/2025 10:42:57,Ayol,21-23 yosh,Andijon viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2729
3/18/2025 10:43:43,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2730
3/18/2025 10:44:27,Erkak,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2731
3/18/2025 10:44:35,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2732
3/18/2025 10:44:58,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Yo'q,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2733
3/18/2025 10:45:37,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2734
3/18/2025 10:45:48,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,O‘rta (maktab attestati),Yo'q,Yo'q,Ilg‘or ko‘nikmalarga egaman.,2735
3/18/2025 10:46:38,Ayol,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2736
3/18/2025 10:49:02,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Ha,Bazaviy bilimlarga egaman,2737
3/18/2025 10:49:56,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2738
3/18/2025 10:50:12,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2739
3/18/2025 10:50:22,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2740
3/18/2025 10:54:52,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2741
3/18/2025 10:54:54,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2742
3/18/2025 10:57:46,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2743
3/18/2025 10:58:35,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2744
3/18/2025 10:59:01,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2745
3/18/2025 10:59:48,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2746
3/18/2025 11:00:03,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2747
3/18/2025 11:01:04,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2748
3/18/2025 11:01:54,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2749
3/18/2025 11:02:50,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2750
3/18/2025 11:02:57,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2751
3/18/2025 11:03:30,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,2752
3/18/2025 11:03:37,Erkak,28-35 yosh,Buxoro viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2753
3/18/2025 11:03:48,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Yo'q,Bazaviy bilimlarga egaman,2754
3/18/2025 11:03:58,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2755
3/18/2025 11:04:21,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2756
3/18/2025 11:04:25,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2757
3/18/2025 11:05:52,Ayol,28-35 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2758
3/18/2025 11:07:00,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2759
3/18/2025 11:09:19,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2760
3/18/2025 11:10:06,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2761
3/18/2025 11:10:58,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2762
3/18/2025 11:12:27,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2763
3/18/2025 11:16:05,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2764
3/18/2025 11:16:28,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2765
3/18/2025 11:16:51,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2766
3/18/2025 11:17:20,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2767
3/18/2025 11:18:30,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Yo'q,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2768
3/18/2025 11:19:56,Erkak,18-20 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2769
3/18/2025 11:21:43,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2770
3/18/2025 11:23:05,Erkak,18-20 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Yo'q,Ilg‘or ko‘nikmalarga egaman.,2771
3/18/2025 11:24:59,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2772
3/18/2025 11:31:04,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2773
3/18/2025 11:32:03,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2774
3/18/2025 11:33:41,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2775
3/18/2025 11:34:50,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2776
3/18/2025 11:34:50,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2777
3/18/2025 11:37:54,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2778
3/18/2025 11:38:22,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2779
3/18/2025 11:40:45,Erkak,21-23 yosh,Namangan viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2780
3/18/2025 11:42:17,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2781
3/18/2025 11:42:43,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2782
3/18/2025 11:43:52,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2783
3/18/2025 11:44:11,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2784
3/18/2025 11:44:41,Ayol,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2785
3/18/2025 11:45:18,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2786
3/18/2025 11:48:08,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2787
3/18/2025 11:49:00,Ayol,28-35 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2788
3/18/2025 11:50:32,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2789
3/18/2025 11:54:22,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2790
3/18/2025 11:56:39,Ayol,36-45 yosh,Andijon viloyati,Òqituvchi,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2791
3/18/2025 11:58:51,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2792
3/18/2025 11:58:51,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2793
